topic_id,timestamp,bin_start,bin_end,frequency,growth_velocity,semantic_velocity,keywords,z_score_growth_vel
94,2019-07-27 00:00:00.000000,2019-07-15 00:00:00.000000,2019-08-08,0.0063993174061433,0.0063993174061433,0.2592514753341675,"sun, yang, mack, horton, swimmer",3.8866614512098687
536,2020-04-05 00:00:00.000000,2020-03-24 00:00:00.000000,2020-04-17,0.0047972088966419,0.004364293252998388,0.2107495665550232,"fines, police, restrictions, powers, australia",3.8776221905935433
159,2020-11-04 12:00:00.000000,2020-10-26 00:00:00.000000,2020-11-14,0.0030146425495262,0.0030146425495262,0.18807446956634521,"bushfire, report, final, recommendations, national",3.8763120416604795
292,2020-12-13 12:00:00.000000,2020-12-03 00:00:00.000000,2020-12-24,0.0039473684210526,0.0035163047162775772,0.06749343872070312,"china, ban, australia, australian, exports",3.874132200719552
212,2019-06-07 12:00:00.000000,2019-05-26 00:00:00.000000,2019-06-20,0.0063211125158027,0.005438761693781051,0.6465528011322021,"square, massacre, anniversary, china, remembering",3.87314531910984
525,2019-03-28 00:00:00.000000,2019-03-16 00:00:00.000000,2019-04-09,0.0327520204168439,0.02357782734207508,0.41456568241119385,"christchurch, shooting, gun, new, zealand",3.8584160821832776
391,2019-04-21 00:00:00.000000,2019-04-09 00:00:00.000000,2019-05-03,0.0052654673102237,0.0052654673102237,0.10011827945709229,"april, blog",3.850216284763022
574,2020-03-11 12:00:00.000000,2020-02-28 00:00:00.000000,2020-03-24,0.0077586206896551,0.0055171646827831145,0.2856985926628113,"coronavirus, italy, lockdown, death, toll",3.837065738477872
38,2021-03-11 12:00:00.000000,2021-02-28 00:00:00.000000,2021-03-23,0.0043782837127845,0.0043782837127845,0.39815038442611694,"sydney, covid, street, oxford, scg",3.826483500200493
223,2020-01-22 00:00:00.000000,2020-01-08 00:00:00.000000,2020-02-05,0.0030172413793103,0.0030172413793103,0.5667129755020142,"gutwein, peter, premier, cabinet, analysis",3.822092954722893
423,2019-03-04 00:00:00.000000,2019-02-20 00:00:00.000000,2019-03-16,0.019632949210414,0.01917734914374277,0.16322916746139526,"pell, george, court, guilty, cardinal",3.808584531217669
251,2019-02-09 00:00:00.000000,2019-01-29 00:00:00.000000,2019-02-20,0.0031291908806437,0.002707530859256368,0.3776443600654602,"saudi, escape, state, islamic, shamima",3.7944644431443977
405,2020-06-05 12:00:00.000000,2020-05-27 00:00:00.000000,2020-06-15,0.0046828437633035,0.0046828437633035,0.2541542053222656,"news, digital, corp, newspapers, papers",3.7834667454585795
252,2019-10-08 00:00:00.000000,2019-09-25 00:00:00.000000,2019-10-21,0.0037735849056603,0.0037735849056603,0.6698936223983765,"australian, plead, hawl, help, captives",3.7607337746031155
84,2021-02-18 12:00:00.000000,2021-02-09 00:00:00.000000,2021-02-28,0.0051880674448767,0.0051880674448767,0.919857382774353,"car, crash, angeles, los, accident",3.7584778039812194
504,2019-03-28 00:00:00.000000,2019-03-16 00:00:00.000000,2019-04-09,0.0038281582305401,0.002972014812006594,0.8920570015907288,"pauline, arthur, edited, says, port",3.7578409190995763
314,2019-07-02 12:00:00.000000,2019-06-20 00:00:00.000000,2019-07-15,0.0026917900403768,0.0026917900403768,0.08839178085327148,"phone, ban, schools, phones, students",3.745710967121616
562,2021-09-19 00:00:00.000000,2021-08-17 00:00:00.000000,2021-10-22,0.0096069868995633,0.007415999514798701,0.23298025131225586,"cases, records, new, locally, acquired",3.742860819876145
120,2020-10-16 00:00:00.000000,2020-10-06 00:00:00.000000,2020-10-26,0.0042426813746287,0.0042426813746287,0.0054128170013427734,"ardern, jacinda, election, new, zealand",3.732996384794468
457,2020-04-27 12:00:00.000000,2020-04-17 00:00:00.000000,2020-05-08,0.0209205020920502,0.020475462640397193,0.0960269570350647,"anzac, day, coronavirus, veterans, war",3.731371600018227
183,2019-06-07 12:00:00.000000,2019-05-26 00:00:00.000000,2019-06-20,0.0084281500210703,0.007985856972815494,0.14152300357818604,"afp, abc, raids, raid, says",3.7303425293608377
269,2020-11-04 12:00:00.000000,2020-10-26 00:00:00.000000,2020-11-14,0.0404823428079242,0.03042726134381407,0.21665412187576294,"biden, trump, joe, election, donald",3.7300190793754386
558,2020-08-01 00:00:00.000000,2020-07-22 00:00:00.000000,2020-08-11,0.0051524259338772,0.0051524259338772,0.14984989166259766,"snow, falls, tasmania, ranges, flinders",3.7271621287222163
564,2020-01-22 00:00:00.000000,2020-01-08 00:00:00.000000,2020-02-05,0.0081896551724137,0.00690968523355755,0.32357507944107056,"rain, queensland, west, central, rolleston",3.7224037160724794
154,2020-11-23 12:00:00.000000,2020-11-14 00:00:00.000000,2020-12-03,0.0047250859106529,0.004292574035530029,0.017516136169433594,"bushfire, burn, continues, qld, control",3.714500637804109
71,2019-10-08 00:00:00.000000,2019-09-25 00:00:00.000000,2019-10-21,0.0050314465408805,0.0037273399926008705,0.3955270051956177,"palfreeman, jock, bulgarian, detention, released",3.7124854840184285
78,2021-02-18 12:00:00.000000,2021-02-09 00:00:00.000000,2021-02-28,0.0138348465196714,0.011250730513249173,0.7295277118682861,"crown, casino, government, calls, trump",3.700922468002266
182,2019-10-08 00:00:00.000000,2019-09-25 00:00:00.000000,2019-10-21,0.0083857442348008,0.007513060769431043,0.7046314477920532,"racing, horse, industry, racehorses, slaughter",3.700012938835259
460,2019-09-13 00:00:00.000000,2019-09-01 00:00:00.000000,2019-09-25,0.007362494586401,0.005566038956287055,0.5847355127334595,"hurricane, bahamas, donald, trump, people",3.6962791288894965
483,2020-04-05 00:00:00.000000,2020-03-24 00:00:00.000000,2020-04-17,0.0152638464893153,0.011774967291757582,0.361400842666626,"coronavirus, jobkeeper, wage, unemployment, subsidy",3.6907698068024213
201,2021-01-29 12:00:00.000000,2021-01-19 00:00:00.000000,2021-02-09,0.0080919931856899,0.0080919931856899,0.05540120601654053,"zealand, new, travel, bubble, australia",3.6848996296837333
363,2021-02-18 12:00:00.000000,2021-02-09 00:00:00.000000,2021-02-28,0.004755728491137,0.0039006172328466867,0.9784625768661499,"kelly, party, liberal, quits, government",3.662694061513397
328,2021-07-13 00:00:00.000000,2021-06-08 00:00:00.000000,2021-08-17,0.006959547629404,0.004324677465524257,0.4751189947128296,"variant, strain, restrictions, infectious, explains",3.661961179254164
70,2019-03-28 00:00:00.000000,2019-03-16 00:00:00.000000,2019-04-09,0.0063802637175669,0.005093332434040656,0.7858508825302124,"fraser, anning, egged, teen, egg",3.6591149074549203
577,2020-11-04 12:00:00.000000,2020-10-26 00:00:00.000000,2020-11-14,0.0047372954349698,0.0038854622044187975,0.5144827365875244,"records, new, deaths, zero, melbourne",3.658954154134952
340,2020-05-17 12:00:00.000000,2020-05-08 00:00:00.000000,2020-05-27,0.0031097290093291,0.0031097290093291,0.5812381505966187,"premier, qld, queensland, announces, deputy",3.653881913812172
353,2021-01-06 00:00:00.000000,2020-12-24 00:00:00.000000,2021-01-19,0.0057983942908117,0.0053574480416706885,0.3277604579925537,"sulawesi, indonesia, earthquake, landslide, bodies",3.6508148005648104
149,2020-09-07 00:00:00.000000,2020-08-28 00:00:00.000000,2020-09-17,0.0045852438516048,0.004137966361020907,0.1653255820274353,"afl, gabba, brisbane, know, need",3.649338399149618
350,2020-04-27 12:00:00.000000,2020-04-17 00:00:00.000000,2020-05-08,0.002092050209205,0.0016552184523570697,0.3154333829879761,"turnbull, liberal, party, operates, calls",3.644933141407867
327,2021-03-11 12:00:00.000000,2021-02-28 00:00:00.000000,2021-03-23,0.0026269702276707,0.0026269702276707,0.4735816717147827,"adelaide, covid, coronavirus, strong, result",3.6310259674559746
352,2020-04-27 12:00:00.000000,2020-04-17 00:00:00.000000,2020-05-08,0.003347280334728,0.002909901398226398,0.6485178470611572,"australia, voluntary, administration, set, hands",3.629375237978027
193,2019-11-01 12:00:00.000000,2019-10-21 00:00:00.000000,2019-11-13,0.0061403508771929,0.00487635546151806,0.5682603120803833,"climb, closed, closure, permanently, traditional",3.628333129540932
30,2020-01-22 00:00:00.000000,2020-01-08 00:00:00.000000,2020-02-05,0.0064655172413793,0.005613302578177498,0.1469738483428955,"thursday, wednesday, tuesday, monday, friday",3.6205122929939377
376,2020-05-17 12:00:00.000000,2020-05-08 00:00:00.000000,2020-05-27,0.0039982230119946,0.0039982230119946,0.16950374841690063,"china, trade, tariffs, australia, tariff",3.614929158594767
236,2021-04-30 12:00:00.000000,2021-03-23 00:00:00.000000,2021-06-08,0.0043725404459991,0.0043725404459991,0.4259885549545288,"covid, vaccine, rollout, vaccinated, latest",3.611282332733769
541,2020-12-13 12:00:00.000000,2020-12-03 00:00:00.000000,2020-12-24,0.0052631578947368,0.0052631578947368,0.24429845809936523,"cyclone, fiji, yasa, tropical, shelter",3.610510088253294
230,2021-11-26 00:00:00.000000,2021-10-22 00:00:00.000000,2021-12-31,0.0026052974381241,0.0026052974381241,0.5169599056243896,"migrants, cross, english, coast, worst",3.6091082301121022
565,2020-11-04 12:00:00.000000,2020-10-26 00:00:00.000000,2020-11-14,0.0090439276485788,0.008188443182577514,0.3742023706436157,"south, east, queensland, hail, storms",3.6037045128540566
534,2019-09-13 00:00:00.000000,2019-09-01 00:00:00.000000,2019-09-25,0.0034647033347769,0.0034647033347769,0.26127099990844727,"pool, pools, australias, abc, photo",3.583389360916528
