topic_id,timestamp,bin_start,bin_end,frequency,growth_velocity,semantic_velocity,keywords
39,2020-04-27 12:00:00.000000,2020-04-17 00:00:00.000000,2020-05-08,0.0,-0.0008714596949890608,0.4218611717224121,"markets, eleanor, creagh, friday, rodda"
40,2019-07-27 00:00:00.000000,2019-07-15 00:00:00.000000,2019-08-08,0.0008532423208191,0.00040442920767079233,0.3789682984352112,"tuesday, thursday, padley, marcus, karen"
40,2019-09-13 00:00:00.000000,2019-09-01 00:00:00.000000,2019-09-25,0.0012992637505413,-4.056577276442583e-05,0.40493249893188477,"wednesday, tuesday, thursday, padley, marcus"
40,2019-11-01 12:00:00.000000,2019-10-21 00:00:00.000000,2019-11-13,0.000438596491228,-0.0008182359164242706,0.3875770568847656,"markets, padley, marcus, tuesday, thursday"
40,2020-08-01 00:00:00.000000,2020-07-22 00:00:00.000000,2020-08-11,0.0008587376556462,0.0008587376556462,0.47174370288848877,"tuesday, markets, kohler, alan, sir"
40,2020-08-19 12:00:00.000000,2020-08-11 00:00:00.000000,2020-08-28,0.0,-0.000858000858000858,0.47174370288848877,"markets, padley, marcus, tuesday, thursday"
41,2020-09-26 12:00:00.000000,2020-09-17 00:00:00.000000,2020-10-06,0.0009090909090909,0.0004920454545455394,0.6563760042190552,"worried, testing, numbers, low, covid"
41,2020-10-16 00:00:00.000000,2020-10-06 00:00:00.000000,2020-10-26,0.0,-0.000908265213442316,0.6563760042190552,"berejiklian, covid, nsw, coronavirus, premier"
41,2020-11-23 12:00:00.000000,2020-11-14 00:00:00.000000,2020-12-03,0.0025773195876288,0.0025773195876288,0.5122624635696411,"covid, nsw, restrictions, pandemic, albury"
41,2020-12-13 12:00:00.000000,2020-12-03 00:00:00.000000,2020-12-24,0.0008771929824561,-0.0016957560997609448,0.43905770778656006,"sydney, covid, border, test, premier"
41,2021-01-06 00:00:00.000000,2020-12-24 00:00:00.000000,2021-01-19,0.0013380909901873,0.0004604940655684208,0.5867750644683838,"coronavirus, years, new, daniel, border"
41,2021-01-29 12:00:00.000000,2021-01-19 00:00:00.000000,2021-02-09,0.0008517887563884,-0.0004856523867158727,0.7375538349151611,"signals, restrictions, ease, covid, warns"
41,2021-02-18 12:00:00.000000,2021-02-09 00:00:00.000000,2021-02-28,0.0004323389537397,-0.0004190928240932543,0.6280151009559631,"berejiklian, covid, nsw, coronavirus, premier"
