model,topic_id,top_words
BERTopic,292,"elephant, elephants, botswana, loneliest, clunes, rampages, lanka, orangutan, sumatran, cambodia"
BERTopic,293,"darwin, dream, regularly, dreamtime, wrestling, updated, dreaming, nightmare, cinema, dreams"
BERTopic,294,"howard, springs, quarantine, alice, facility, evacuees, warp, detected, quarantining, arrive"
BERTopic,295,"sports, grants, rorts, sport, scandal, saga, emerge, deserving, reeds, constitutionality"
BERTopic,296,"shayna, jack, doping, jacks, swimmer, wada, ligandrol, asada, clear, rickard"
BERTopic,297,"submarine, submarines, nuclear, subs, obsolete, acquire, future, contract, deal, french"
BERTopic,298,"mclachlan, craig, kaless, indecent, stephen, assault, actor, indecency, advisor, court"
BERTopic,299,"childcare, free, hygiene, centres, cobar, care, centre, measu, oran, child"
BERTopic,300,"isa, mount, copper, smelter, rodeo, striped, nev, sweets, incitec, hrs"
BERTopic,301,"lake, lakes, menindee, malbena, tyers, eco, ecosystem, entrance, algae, river"
BERTopic,302,"palaszczuk, annastacia, qld, unveils, premier, victory, election, potency, quoting, wordsworth"
BERTopic,303,"kerr, sam, chelsea, matildas, scores, trick, nwsl, hat, scored, league"
BERTopic,304,"kimberley, wet, dynasty, cattle, wilderness, baddest, kimberleys, micromolluscs, mou, boiler"
BERTopic,305,"mcgowan, mark, premier, rottnest, allegra, warbles, applauded, politicising, quarantine, mcgowans"
BERTopic,306,"hunt, greg, minister, health, joins, insiders, benched, ennis, cellulitis, recontest"
BERTopic,307,"uyghur, xinjiang, genocide, camps, uyghurs, muslims, china, detention, propaganda, chinese"
BERTopic,308,"leifer, malka, extradition, israeli, israel, extradited, abuse, court, bail, mir"
BERTopic,309,"fines, fined, corkman, issued, pub, party, developers, dhu, decriminalises, flocked"
BERTopic,310,"emperor, japanese, shinzo, abe, throne, japan, akihito, yoshihide, suga, yoshiro"
BERTopic,311,"holden, motors, brand, holdens, commodore, ford, general, dealers, demise, supercars"
BERTopic,312,"rural, making, issues, regional, news, and, morawa, matchmaking, wowan, metropolitan"
BERTopic,313,"gyms, fitness, exercise, gym, restrictions, junkies, soreness, sarms, gymgoers, physios"
BERTopic,314,"dementia, alzheimers, patients, trials, helping, study, diet, carers, style, repat"
BERTopic,315,"mix, episode, micallef, finale, paddock, mad, shaun, hell, the, here"
BERTopic,316,"thrones, game, episode, finale, winterfell, season, daenerys, recap, hbo, predictions"
BERTopic,317,"defamation, leyonhjelm, chak, case, chau, hanson, sarah, wing, gatto, awarded"
BERTopic,318,"stranded, overseas, australians, india, many, argentina, desperate, naim, help, micronesia"
BERTopic,319,"dental, dentist, mouth, saliva, teeth, dentists, toothache, oral, funded, whitening"
BERTopic,320,"blackout, power, blackouts, outage, subway, outages, special, windfarms, blacklash, sapn"
BERTopic,321,"wong, penny, nicolle, joins, senator, flint, insiders, shake, lee, coalition"
BERTopic,322,"labor, election, heartland, mortem, labors, mudslinging, progressive, spokesmen, dumped, seats"
BERTopic,323,"maguire, daryl, berejiklian, gladys, icac, relationship, phone, alha, henri, berejilkian"
BERTopic,324,"tamil, deportation, family, seeker, biloela, sri, asylum, lankan, tamils, immigration"
BERTopic,325,"swine, fever, african, pork, pigs, pig, prices, razorback, airlocked, mutates"
BERTopic,326,"bei, jun, liu, markets, tuesday, with, wednesday, monday, thursday, wrap"
BERTopic,327,"penguins, penguin, little, protector, sushi, maremma, island, antarctica, colony, shop"
BERTopic,328,"virgin, bain, jayne, hrdlicka, bidders, capital, scurrah, ceo, creditors, cyrus"
BERTopic,329,"zali, steggall, abbott, warringah, tony, abbotts, concession, supporters, celebrate, seat"
BERTopic,330,"pauline, hanson, nation, coalitions, ashby, edited, busting, arthur, stalwarts, dispossession"
BERTopic,331,"robodebt, centrelink, scheme, class, debts, centrelinks, settlement, action, shameful, robo"
BERTopic,332,"mckenzie, grants, bridget, sports, morrison, scott, pilli, lilli, submission, club"
BERTopic,333,"biloela, family, tamil, mum, christmas, seeker, birtinya, tami, nadesalingam, tharni"
BERTopic,334,"socceroos, asian, cup, qualifier, taipei, nil, kuwait, jordan, copa, uzbekistan"
BERTopic,335,"georgia, recount, runoff, senate, count, biden, pennsylvania, runoffs, warnock, rally"
BERTopic,336,"kirkup, zak, liza, harvey, leader, liberal, liberals, opposition, zac, election"
BERTopic,337,"couch, from, precarious, hosts, position, intervention, the, slam, guard, watch"
BERTopic,338,"justine, damond, noor, ruszczyk, mohamed, justines, fiance, bodycam, testifies, trial"
BERTopic,339,"wine, champagne, vintage, winemakers, grape, wines, wineries, industry, comite, exeptional"
BERTopic,340,"mothers, parenting, guilt, motherhood, fathers, embrace, wrongs, fathering, postpartum, breasts"
BERTopic,341,"islamic, begum, shamima, state, jihadi, chanting, citizenship, joined, ideology, hawl"
BERTopic,342,"alcott, dylan, dakar, toby, wheelchair, tennis, quad, wins, rally, open"
BERTopic,343,"anning, fraser, egged, egg, kenosha, teenager, egging, eggboy, censure, senator"
BERTopic,344,"sun, yang, mack, horton, doping, swimmer, yangs, duncan, cas, cheat"
BERTopic,345,"frecklington, deb, lnp, qld, palaszczuk, leader, leadership, watchdog, election, trad"
BERTopic,346,"wastewater, sewage, testing, detected, fragments, traces, unblocked, coronairus, inroads, anglesea"
BERTopic,347,"racism, racist, asian, racially, discrimination, hate, kunming, scourge, residue, attacks"
BERTopic,348,"asio, asd, spy, spies, foreign, interference, surveillance, electronic, doherty, dennis"
BERTopic,349,"delta, variant, strain, virulent, strains, variants, infectious, outbreaks, sarus, alarmed"
BERTopic,350,"evan, lucas, markets, monday, with, tuesday, wrap, matt, moment, weeks"
BERTopic,351,"territory, northern, territorys, remote, spaceport, psychics, cessna, filthiest, kalala, naif"
BERTopic,352,"hengjun, yang, writer, espionage, detained, china, dfat, consular, detention, held"
BERTopic,353,"ellyse, perry, hamstring, wbbl, injury, bowling, womens, odi, ashes, sixers"
BERTopic,354,"ore, iron, bhp, price, exports, steel, inflicts, bounds, surplus, row"
BERTopic,355,"hannah, clarke, clarkes, mcloughlin, kirra, coercive, domestic, violence, manno, brother"
BERTopic,356,"korea, south, wave, north, sect, coupang, pogba, none, kaesong, hotbed"
BERTopic,357,"building, collapse, miami, collapsed, collapses, orleans, bondi, rubble, mumbai, partially"
BERTopic,358,"officers, assault, officer, assaulting, impersonating, police, charged, accused, geelong, piller"
BERTopic,359,"jill, racism, wsj, degeneres, ellen, racist, jokes, fox, apology, sexism"
BERTopic,360,"tigray, ethiopia, ethiopian, conflict, eritrea, abiy, region, sudan, ahmed, humanitarian"
BERTopic,361,"dating, tinder, app, apps, grindr, bumble, online, schoolies, organisers, ract"
BERTopic,362,"eggs, egg, salmonella, chickens, range, vending, laying, raw, product, emu"
BERTopic,363,"pirie, lead, smelter, port, nyrstar, levels, epa, chemical, blood, emissions"
BERTopic,364,"prize, archibald, portrait, winner, packing, booker, wins, namatjira, finalists, photographic"
BERTopic,365,"suu, kyi, aung, san, myanmar, kyis, coup, detained, genocide, myanmars"
BERTopic,366,"cormann, mathias, insiders, oecd, joins, overlooks, matthias, spruik, onion, restaurateur"
BERTopic,367,"fireworks, eve, nye, years, celebrations, cancelled, display, cudgewa, incorporated, drones"
BERTopic,368,"karabakh, nagorno, azerbaijan, armenia, ceasefire, armenian, conflict, erupts, fighting, shell"
BERTopic,369,"cladding, combustible, flammable, grenfell, buildings, apartment, aluminium, materials, building, convention"
BERTopic,370,"ato, tax, multinationals, transparency, millionaires, huang, backpacker, taxpayer, rental, audit"
BERTopic,371,"refund, refunds, cancellations, travel, fees, membership, accc, customer, airbnb, commbank"
BERTopic,372,"maradona, diego, maradonas, argentina, obituary, soccer, god, fans, kapadia, fangios"
BERTopic,373,"birmingham, simon, insiders, joins, engagement, aim, alp, bellingham, truss, finance"
BERTopic,374,"deaf, cochlear, implant, zia, ears, dredge, hearing, brielle, auslan, vocal"
BERTopic,375,"rebellion, extinction, disrupt, protesters, cbd, protest, knittings, melburne, nannas, annoyance"
BERTopic,376,"sanitiser, hand, washing, handwashing, distillers, soap, hands, manufacturers, wash, mortified"
BERTopic,377,"social, media, influencers, beforeafter, whakaari, chat, yarrie, jaboticaba, crowdsource, yarns"
BERTopic,378,"diamond, argyle, diamonds, pink, rio, tender, tinto, mine, brazill, gem"
BERTopic,379,"cashless, card, debit, welfare, ceduna, scheme, axleby, expenditure, exit, rex"
BERTopic,380,"spider, spiders, funnel, web, venom, huntsman, peacock, trapdoor, floods, species"
BERTopic,381,"church, same, anglican, marriage, uniting, sex, marriages, blessings, trinity, wangaratta"
BERTopic,382,"solomon, islands, ramsi, bombs, unexploded, zaira, missionarycharged, honiaras, rude, honiara"
BERTopic,383,"bridge, collapse, demolished, genoa, bayswater, trams, causeway, collapses, notorious, granite"
BERTopic,384,"asbestos, wittenoom, compensation, landmark, nugroho, mailings, mailer, jeeralang, sutopo, nbn"
BERTopic,385,"witness, collaery, keli, secret, bernard, trial, lane, interrogation, brandis, restarted"
BERTopic,386,"bathurst, mclaughlin, gisbergen, indycar, winx, supercars, race, penske, bradbury, kart"
BERTopic,387,"bikie, bikies, gang, arrested, nomads, boss, yard, alleged, canberra, grandstanding"
BERTopic,388,"cleo, smith, carnarvon, audio, finding, disappearance, accaused, clough, clue, balzan"
BERTopic,389,"morrison, scott, tweet, china, indo, chinese, morrisons, belt, thinly, mismanaged"
BERTopic,390,"whyte, paul, corruption, whytes, ccc, sector, colangelo, sarkozy, paola, nicolas"
BERTopic,391,"strike, climate, students, change, student, protest, school, yale, youth, join"
BERTopic,392,"ombudsman, victorian, inequality, authorities, panel, downward, reassured, premierinterjects, mishandling, blunders"
BERTopic,393,"opioid, opioids, pain, pharma, sackler, crisis, purdue, oxycontin, painkillers, crackdown"
BERTopic,394,"operation, police, surround, officers, station, lesothos, gangsters, dartmoor, thabane, yagoona"
BERTopic,395,"viagogo, misleading, accc, optus, ticket, reseller, consumers, medibank, customers, tickets"
BERTopic,396,"deer, feral, camels, fallow, camel, cull, trek, wild, hazard, buffalo"
BERTopic,397,"liu, gladys, haha, chisholm, liberal, chinese, association, cgtn, lahnee, huifeng"
BERTopic,398,"rover, perseverance, mars, nasa, nasas, perserverance, panoramic, landing, lands, sounds"
BERTopic,399,"flowers, flower, valentines, bouquet, edible, rose, bloom, flannel, blooming, herb"
BERTopic,400,"emmys, emmy, schitts, primetime, awards, kimmel, carpet, fleabag, winners, arquette"
BERTopic,401,"concussion, cordner, knocks, mccartin, boyd, head, protocols, afl, miss, brain"
BERTopic,402,"derailment, train, wallan, derails, speed, xpt, derail, atsb, describe, scotland"
BERTopic,403,"weinstein, harvey, metoo, weinsteins, accusers, sexual, assault, verdict, settlement, popbitch"
BERTopic,404,"amp, amps, profit, scandals, charging, ares, crumbles, asic, exec, dodges"
BERTopic,405,"lobster, rock, lobsters, seismic, exports, impacted, industry, fishers, catch, hatchery"
BERTopic,406,"aiia, maasarwe, maasarwes, melburnians, father, unsafe, feels, gharbiyye, haydar, kalyra"
BERTopic,407,"businesses, reopen, shutdown, closing, shut, close, melco, phase, business, reopenings"
BERTopic,408,"outlook, water, climate, nov, july, jan, august, june, oct, may"
BERTopic,409,"letters, whitlam, palace, gough, dismissal, queen, kerr, whitlams, historian, republic"
BERTopic,410,"tiananmen, square, massacre, anniversary, vigil, hawke, kong, hong, bob, maos"
BERTopic,411,"nobel, prize, awarded, peace, prizes, physics, hep, programme, literature, economics"
BERTopic,412,"spill, oil, mauritius, ship, sanko, cargo, tanker, sinks, pollutes, valdez"
BERTopic,413,"gambier, mount, medi, recreation, outage, zephyr, unsightly, zaynn, erebus, idiotic"
BERTopic,414,"fracking, gas, holes, exploration, beetaloo, alliance, moratorium, basin, clp, theia"
BERTopic,415,"generations, stolen, generation, profiled, healing, redress, lorraines, isaacs, cubillo, pattie"
BERTopic,416,"hydroxychloroquine, coronacheck, herbal, malarial, tafenoquine, peer, madagascan, donald, lancet, viral"
BERTopic,417,"skin, melanoma, cancer, sunburn, sunscreen, pills, sun, myths, sunsmart, tanning"
BERTopic,418,"bali, bakar, bombings, abu, bashir, bombing, sari, mastermind, indonesia, philippines"
BERTopic,419,"anthem, national, advance, fair, backflip, change, rewritten, cheetham, castras, reworded"
BERTopic,420,"cockatoos, cockatoo, carnabys, bins, black, redmond, feathered, glossy, overhead, wheelie"
BERTopic,421,"belin, jack, rape, trial, callan, sinclair, hears, jury, witness, aganst"
BERTopic,422,"brittany, higgins, rape, alleged, formal, allegations, sexual, complaint, parliament, deshaun"
BERTopic,423,"hair, hairdressers, hairdresser, salon, hairdressing, beards, training, mullets, moustache, styling"
BERTopic,424,"ukraine, transcript, impeachment, ukranian, donald, trump, president, aid, call, bidens"
BERTopic,425,"toddler, toddlers, survives, minnesota, escaped, metre, childcare, belt, momentoes, conveyor"
BERTopic,426,"diver, divers, drowns, drowning, speedboat, scuba, underwater, rottnest, search, rescuers"
BERTopic,427,"yasa, fiji, cyclone, vanuatu, harold, tropical, category, bainimarama, batters, bears"
BERTopic,428,"gutwein, peter, premier, gutweins, tasmanian, ferguson, jurisdictions, tasmania, tasmanias, intends"
BERTopic,429,"ladakh, himalayan, india, border, disputed, troops, agree, china, clash, dispute"
BERTopic,430,"keating, paul, rudd, stake, downer, compares, heart, superannuation, dutton, super"
BERTopic,431,"bourke, gargasoulas, inquest, street, james, hears, attack, girlfriend, steet, gnaraloo"
BERTopic,432,"tszyu, horn, jeff, zerafa, tim, boxer, boxing, rushton, bowyn, knockout"
BERTopic,433,"evacuated, jilkminggan, evacuate, evacuates, residents, along, mansions, engorged, rockslide, beachfront"
BERTopic,434,"couch, from, the, , , , , , , "
BERTopic,435,"eleanor, creagh, markets, friday, beidatsch, glanville, risdiplam, peggy, with, interesting"
BERTopic,436,"trumps, video, supporter, trump, conley, virgina, shoves, montage, hospital, donald"
BERTopic,437,"ramadan, muslims, eid, muslim, fasting, ostrich, adha, passover, queueing, reimagining"
BERTopic,438,"platypus, platypuses, yabby, plover, hooded, populations, sightings, tidbinbilla, rakali, citizen"
BERTopic,439,"nols, backstory, newfish, rcforeigncoro, pmdefends, norsk, normannbk, nolh, newrfs, newpm"
BERTopic,440,"religious, discrimination, freedom, bill, draft, chides, introduction, foreseen, chaplains, zimmerman"
BERTopic,441,"opal, tower, icon, construction, design, gpo, typist, minnie, berrington, exemplary"
BERTopic,442,"mexico, cartel, panama, chapo, cartels, guzman, mexican, mormon, cartela, mormons"
BERTopic,443,"murphys, dan, murphy, darwin, superstore, liquor, brendan, woolworths, location, application"
BERTopic,444,"sudan, bashir, omar, sudans, coup, military, thwarted, gabons, turfed, besiege"
BERTopic,445,"eating, disorder, disorders, anorexia, diet, fitness, diabulimia, dietitians, disordered, wiltshire"
BERTopic,446,"organ, donation, donors, donate, blood, donor, inked, kidney, plasma, needed"
BERTopic,447,"lam, carrie, kong, hong, extradition, quit, she, would, withdrawal, powerless"
BERTopic,448,"trad, jackie, investment, ccc, deputy, palaszczuk, gabba, corruption, qld, macsporran"
BERTopic,449,"minaur, alex, popyrin, alexei, open, kei, nishikori, round, gasquet, belongs"
BERTopic,450,"fowler, lucas, mcleod, schmegelsky, manhunt, canada, suspects, kam, bryer, chynna"
BERTopic,451,"ann, marie, smith, maione, provider, rosa, carer, integrity, investigating, ndis"
BERTopic,452,"dorian, hurricane, bahamas, floridians, category, bears, braces, creeps, trajectory, florida"
BERTopic,453,"bullying, rabe, lexi, hadley, harassment, bullied, ray, medicine, tatham, workcover"
BERTopic,454,"kobe, bryant, lakers, lebron, nba, angeles, los, bryants, irving, kyrie"
BERTopic,455,"work, casual, week, working, balance, eliminating, four, alluring, weekends, time"
BERTopic,456,"gras, mardi, parade, revellers, lesbian, scg, sydneys, gay, pride, kicks"
BERTopic,457,"books, reading, martial, favourite, read, best, book, gadot, gal, agatha"
BERTopic,458,"gun, laws, shooters, nra, nation, difffer, blanks, guns, party, virginia"
BERTopic,459,"palfreeman, jock, bulgarian, bulgaria, parole, detention, cassation, departed, condemns, misrepresenting"
BERTopic,460,"mokbel, tony, mokbels, attackers, barwon, prison, conviction, importation, quashed, lawyer"
BERTopic,461,"chant, kerry, berala, definitive, lidcombe, edged, twenties, urges, retested, bws"
BERTopic,462,"snow, falls, cold, snap, blankets, ranges, eukey, flinders, skiing, peterborough"
BERTopic,463,"reopening, reopen, construction, navarra, mosques, phased, steps, quickly, canungra, foreshadows"
BERTopic,464,"stajcic, matildas, alen, coach, milicic, ffa, sacking, ante, sacked, floundering"
BERTopic,465,"auction, pigeon, clearance, hoover, auctioneers, fetches, racing, sold, auctions, price"
BERTopic,466,"angus, taylor, clover, moore, document, documentation, ender, contradict, thorough, downloaded"
BERTopic,467,"amazon, brazil, deforestation, bolsonaro, fires, brazilian, ngos, brazils, echuca, parr"
BERTopic,468,"strip, searches, searched, festival, splendour, search, unlawful, stripsearching, shopkeepers, disorientated"
BERTopic,469,"hobart, comanche, yacht, race, honours, ichi, yachts, line, sydney, mistral"
BERTopic,470,"assisted, dying, voluntary, bill, laws, qlrc, riddle, parliament, vad, lauds"
BERTopic,471,"foster, carers, kinship, fostered, care, residential, matters, kids, fairbrother, lyndon"
BERTopic,472,"international, students, abroad, return, student, studying, offer, cdu, educational, stuck"
BERTopic,473,"darwin, shooting, gunman, sisois, excellent, deligiannis, rosas, buffaloes, underpants, gunner"
BERTopic,474,"racism, stereotypes, our, thing, culture, totalitarian, egalitarianism, integration, internalised, lakemba"
BERTopic,475,"swift, taylor, beyonce, album, weeknd, braun, scooter, perform, kerrie, amas"
BERTopic,476,"records, acquired, locally, victoria, cases, additional, recorded, cafasso, whoever, yesterday"
BERTopic,477,"somalia, shabaab, nairobi, shabab, mogadishu, bomb, kills, attack, mosque, gunmen"
BERTopic,478,"wind, turbines, farm, offshore, windmill, victroria, stover, agnew, regulatory, crookwell"
BERTopic,479,"heart, heartless, foundation, words, factors, transplant, foundations, revegetated, rheumatic, sanders"
