topic_id,event_date,frequency,z_score,keywords,event_type
253,2019-10-08 00:00:00.000000,0.0129979035639413,4.4,,SUDDEN_SPIKE_FREQ
398,2020-09-26 12:00:00.000000,0.0045454545454545,4.38,,SUDDEN_SPIKE_FREQ
166,2019-06-07 12:00:00.000000,0.0029498525073746,4.38,,SUDDEN_SPIKE_FREQ
134,2019-02-09 00:00:00.000000,0.0035762181493071,4.38,,SUDDEN_SPIKE_FREQ
569,2021-01-29 12:00:00.000000,0.0029812606473594,4.37,,SUDDEN_SPIKE_FREQ
624,2020-04-27 12:00:00.000000,0.001673640167364,4.37,,SUDDEN_SPIKE_FREQ
194,2021-09-19 00:00:00.000000,0.0034934497816593,4.36,,SUDDEN_SPIKE_FREQ
554,2021-07-13 00:00:00.000000,0.005219660722053,4.36,,SUDDEN_SPIKE_FREQ
532,2020-04-05 00:00:00.000000,0.0034888791975577,4.35,,SUDDEN_SPIKE_FREQ
367,2021-04-30 12:00:00.000000,0.0017490161783996,4.35,,SUDDEN_SPIKE_FREQ
232,2019-04-21 00:00:00.000000,0.0026327336551118,4.34,,SUDDEN_SPIKE_FREQ
567,2020-09-07 00:00:00.000000,0.0083368070029178,4.33,,SUDDEN_SPIKE_FREQ
287,2019-03-04 00:00:00.000000,0.0034144259496372,4.32,,SUDDEN_SPIKE_FREQ
280,2019-06-07 12:00:00.000000,0.0037926675094816,4.32,,SUDDEN_SPIKE_FREQ
626,2020-11-04 12:00:00.000000,0.0043066322136089,4.32,,SUDDEN_SPIKE_FREQ
309,2021-07-13 00:00:00.000000,0.0056546324488908,4.32,,SUDDEN_SPIKE_FREQ
626,2020-11-23 12:00:00.000000,0.0042955326460481,4.31,,SUDDEN_SPIKE_FREQ
250,2019-12-23 00:00:00.000000,0.0101694915254237,4.31,,SUDDEN_SPIKE_FREQ
528,2020-02-16 12:00:00.000000,0.0080249665626393,4.31,,SUDDEN_SPIKE_FREQ
189,2020-08-19 12:00:00.000000,0.0071269487750556,4.3,,SUDDEN_SPIKE_FREQ
547,2021-03-11 12:00:00.000000,0.0026269702276707,4.3,,SUDDEN_SPIKE_FREQ
611,2019-06-07 12:00:00.000000,0.0021070375052675,4.3,,SUDDEN_SPIKE_FREQ
421,2020-11-04 12:00:00.000000,0.0047372954349698,4.3,,SUDDEN_SPIKE_FREQ
560,2019-12-23 00:00:00.000000,0.0127118644067796,4.3,,SUDDEN_SPIKE_FREQ
34,2019-08-20 00:00:00.000000,0.0044662795891022,4.3,,SUDDEN_SPIKE_FREQ
538,2020-04-05 00:00:00.000000,0.0095944177932839,4.29,,SUDDEN_SPIKE_FREQ
394,2019-02-09 00:00:00.000000,0.0026821636119803,4.28,,SUDDEN_SPIKE_FREQ
501,2020-05-17 12:00:00.000000,0.0026654820079964,4.28,,SUDDEN_SPIKE_FREQ
162,2019-12-23 00:00:00.000000,0.0826271186440678,4.27,,SUDDEN_SPIKE_FREQ
607,2019-01-14 23:59:59.999999,0.0025231286795626,4.27,,SUDDEN_SPIKE_FREQ
230,2021-11-26 00:00:00.000000,0.0026052974381241,4.27,,SUDDEN_SPIKE_FREQ
334,2020-05-17 12:00:00.000000,0.0053309640159928,4.25,,SUDDEN_SPIKE_FREQ
469,2020-04-05 00:00:00.000000,0.0026166593981683,4.25,,SUDDEN_SPIKE_FREQ
81,2021-01-06 00:00:00.000000,0.0026761819803746,4.24,,SUDDEN_SPIKE_FREQ
437,2020-11-04 12:00:00.000000,0.003875968992248,4.23,,SUDDEN_SPIKE_FREQ
395,2021-04-30 12:00:00.000000,0.0065588106689986,4.22,,SUDDEN_SPIKE_FREQ
