anchor_id,anchor_label,gdelt_theme_expected,source,date,topic_id,keywords,probe_hits,velocity,velocity_z
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,247,"coronavirus, afl, nrl, season, players",0,0.0125,5.63640459756576
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,246,"coronavirus, sport, sports, community, pandemic",0,0.0043103448275862,5.153106767659021
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,233,"coronavirus, scott, covid, national, cabinet",0,0.0081712151945418,5.148750847545999
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,443,"stimulus, coronavirus, package, government, covid",0,0.0077586206896551,5.087620429457128
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,372,"coronavirus, school, schools, students, covid",0,0.018465394417662,4.84578998539798
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,593,"pandemic, new, cases, virus, worlds",0,0.0187340251312426,4.730601238658177
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,439,"supermarket, shopping, panic, buying, retail",0,0.0060170031962629,4.482316932190999
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,548,"tasmania, coronavirus, cases, west, outbreak",0,0.0056930224475821,4.153725599796253
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,395,"updates, live, australia, covid, latest",0,0.0068786879955744,3.961654786743218
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,581,"italy, coronavirus, covid, lockdown, japan",1,0.0059472404589519,3.9043084437223583
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,601,"australia, restrictions, south, travel, lifted",1,0.0017487612393187,3.872985487458935
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,426,"coronavirus, rent, rental, covid, housing",0,0.0052585978158552,3.8489809209684727
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,425,"coronavirus, home, workers, work, working",0,0.0030172413793103,3.800635421383487
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,594,"australia, australians, new, stay, australias",0,0.001708579199705,3.7195951913325143
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-03-11,152,"hand, sanitiser, coronavirus, handwashing, covid",0,0.0021551724137931,3.5664639729821586
national_lockdown,National lockdown,HEALTH_PANDEMIC,spike_events,2020-04-05,430,"coronavirus, jobkeeper, jobs, jobseeker, unemployment",0,0.0113401692826076,3.554341228960291
